split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
test,legacy,0.0,4,34203,1.7265033204049787,0.721472961210502,1.6508137818728994,1.1558506115188814,-0.020288085787442494,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34204,-0.47452218769881876,-0.5030376597340194,-0.4474962675174731,0.9547482292214928,-0.3476116280172632,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34205,-0.05943037279270819,0.616531505490267,-0.7540723002869646,-0.5741647514060388,0.679985475531488,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34206,-1.8300106087402317,0.6535168318187025,2.273015151218518,-0.6943828732196996,0.3500943686904795,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34207,0.3421395412363893,0.5346458146540772,0.062236644912303005,-0.43495276354451706,0.7172663829660514,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34208,-0.9656722420686631,-0.35871412468361513,0.7234679465188587,0.43672289873119263,-1.1774524463673963,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34209,2.3002097826586976,-0.30598424314557865,0.41331900539969235,-1.365918312246151,0.07300124071149992,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34210,-0.041463923075964866,-0.35932421223034167,0.955079274158506,0.5606846920204388,-1.4949544870514457,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34211,-0.01688868445293093,1.2711145705456501,-0.8812562316288672,-0.0062592012932486995,-0.617929320203818,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34212,2.1820307237434484,-1.9072188172436386,-0.6313393612874574,-1.7181006558705627,0.07901556872245466,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34213,0.8315276999609843,0.11323945943260248,-1.0895985710375289,-0.2241935956792857,0.24537961437038694,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34214,0.07673378085344376,-0.47077075015027414,-0.8359161470668783,-0.9948084124530512,1.0319477145394218,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34215,0.5872421886876714,-0.5763613086557251,0.14298259170256344,-0.9099470317963403,-1.746707040483573,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34216,0.7610050308784903,0.2625633909891539,-1.3912355613715204,-1.68204520054063,-0.4197234743902783,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34217,-0.6971212274896504,-0.5107855011507472,-0.7756560578589801,0.8626171480065313,1.0947964383106366,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34218,-0.3539430585835918,-1.5498817099873317,1.369666916470847,-0.3205244193336536,1.1172778568847257,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34219,1.9984334141138889,1.1288612132918974,2.128823702822041,-0.7692959740324953,0.7148689154796015,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34220,0.42640588787725,0.6896145426533538,1.5752178530654877,-0.9871943593895399,-1.102043659539768,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34221,-0.08634921644748902,-0.19743116281068418,0.5664211689534229,1.705250707354373,-0.517712617975536,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34222,1.9885172365443768,-0.48372177220288826,1.3003752524168346,0.40220131613014604,-1.059149485820244,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34223,1.8411964183299272,-0.7733581393732374,1.1495068323449078,-1.2335571940582406,0.8550341839847907,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34224,0.12454646848822139,0.2620074453486431,-0.5593612867500062,-0.12513963237220121,-0.5559100045480003,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34225,-0.12611002482477585,1.1237982211688928,-1.4722771102579606,-0.7566488556410869,-0.1652450892536593,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34226,2.618847453795186,-0.9760797901281146,-0.519725584821911,1.516761349887559,0.7733500694702532,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34227,0.07234690273730655,0.20931922118063478,0.33487358920053095,-0.5307710998541131,-2.8197724743434645,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34228,-1.1259235304642548,-2.1799743736227657,0.26703599523370025,-0.49274958821533754,-0.1289886505214389,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34229,-0.12037586600471328,-1.7636265770879616,0.490125281245799,0.7168900591704468,-0.26602623110337115,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34230,0.13447613469478029,0.5087384559146817,1.9056273194988687,0.1840201142578298,0.5988763438386698,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34231,1.9240143888587402,-0.93669907150385,1.1016913104231374,-0.905733570633267,1.2682480719589624,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34232,0.5687077452144895,0.7898261200813462,-0.644622835651689,0.5479212506967489,-0.42206005185800244,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34233,0.7189529800125558,-1.3835681721272888,-2.0648702624173985,-0.5183142477150071,-0.9553505962509429,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34234,1.6063198312344227,0.6568505275491711,0.404867371593469,-0.27037833204251405,1.2636324656416558,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34235,1.314398516528317,0.44127569393729005,-0.03136476636453522,-1.3906578986078963,-1.0083966255110002,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34236,-0.7137135449251466,0.31132556786035137,2.069212049622015,-0.16155374229970662,1.31251700250928,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,34237,0.2638065240210331,-1.4029461572812048,1.0188812283867277,-0.9342639667822038,0.9551207992071118,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34238,0.6817568876731073,-0.9959833707477979,-0.4909829619687055,-0.15695667663734347,-1.8010150047905533,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34239,-1.8796911137957766,0.4536955086539531,-0.46345672619249806,-0.5069762873694553,0.29646166545820457,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34240,0.319355344114448,-0.04756107379170022,-1.37450763088399,-2.4028059692933366,-1.091713478948282,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34241,1.433720809278552,0.3075181213060979,0.4560358474831533,-0.6657421601682759,-0.4392679478289862,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34242,0.25864508262988983,0.3144788012235758,0.14982929312650747,2.226048357228976,-0.7590996494959653,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,34243,-2.325288848410141,-0.9642227042002387,0.029102640830366688,0.007102463211866085,-0.5995078958363057,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34244,-0.4029980874610171,-0.5585495147987921,1.7833127237809685,-0.2795713452069145,-0.2934078631529493,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,34245,-1.192110588595456,0.029919805710371963,-2.232205192547985,-0.9118050584198516,-0.2028727794930108,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34246,1.1968802824787312,-0.5099502316677839,-0.3909494565568183,-1.565596910851533,-1.117347679813688,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34247,-0.4600394814907526,0.06224016419869892,1.0296713029717,-0.6462240684603073,-0.7407798434929185,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34248,-0.03242751274910831,-0.014838302628541553,1.4697013305831583,0.25562364795844994,-1.3705119582165541,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34249,-1.0914219509494731,0.20095910683973955,0.6077201421622801,-0.5281427478310821,-0.3794175640252866,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34250,-1.2151923165802785,0.9676740343747772,-0.7806679514838989,-0.14386670809169388,-0.023519765196569058,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34251,0.1526664121711709,-0.4299405367278064,-1.5998552829777954,0.8407212571632646,-0.9078395193992931,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34252,1.5736576551695676,-0.497742442275622,-2.115399494534008,0.9982075261533226,0.5715160358190315,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34253,-1.068475978298829,-0.6588067624777004,2.013749657951769,-1.1742350356555735,1.6447148166896364,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34254,-1.973787888245796,0.5114351824483412,0.057121883022471114,1.8699938231109172,0.19508060813133285,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34255,1.5846314361624023,0.9739176422649507,-0.6202739861552413,-1.907883993024119,1.8950394096207628,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34256,0.5963448105608486,0.3008339621114272,0.2659483747297402,0.4679935724866317,1.4172755423402061,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34257,0.6044311626988276,0.07003658296378099,-0.7977577281873027,-0.271271110374782,1.1057781188048232,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34258,-0.006903423608498396,-0.003960625645996441,-0.3315035120098658,-1.6749928371486864,1.4255948410272554,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34259,0.8747616487102758,1.9103367774207956,0.5963374053420688,0.4065390907728243,-0.271778884503504,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34260,0.9119409765388597,0.13436701428490433,1.1148287449494891,-0.7873240195022121,1.366382361663311,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34261,-0.15338620762516322,-0.8403058964072501,0.48748861541813265,0.46748721066550025,-0.15918965080210398,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34262,-0.5010269080591343,-0.6313509749029778,-0.07881373232943005,-0.12282024681818916,0.38267088929669474,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34263,0.12969526406033435,1.199043117598611,-0.7915340407794643,0.11786055823419692,-1.360579358480964,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,34264,1.5424871756481615,0.8409617045068803,0.14417642793019528,0.0420579732298481,0.2704121409589182,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34265,0.889133585425307,1.7852763336715047,-0.9886584656612447,-0.9002648143335187,0.7379786765003579,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,34266,-1.0047063988544955,0.6371810537163634,-0.009824316844619957,0.6098626458355281,-0.2950997060695524,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34267,-0.9398501149509261,-0.4599646313263443,-0.12678098460136816,0.12891812478281886,-1.2257554917706044,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,34268,1.3262145949448454,0.6585274782690139,0.424164870309391,1.408206536898452,0.00681580764192086,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34269,1.217338735232109,0.43750286545352984,-0.054702178325059476,-0.7648857938089145,0.12637096045848872,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34270,0.46779567851143383,-0.8954906792609661,0.47109605316054753,-0.00762635268039045,-0.8336131667937804,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34271,-0.32509808236922705,-0.41417438935726625,0.016407285015862846,0.8514461716937498,0.0036057476735064102,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34272,0.6103687284761928,-1.193633995207267,-0.21714795618017962,-0.3827650040326418,1.5136469382379816,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,34273,1.393279719686354,0.21068342949594795,0.7984195057295749,0.8881453537506461,0.35820224025590863,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34274,0.24115073982474397,-1.2712995884339884,-0.9627894722177085,0.8001780099313018,-0.23780573384605197,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,34275,1.3116752147229196,-1.251925367253781,1.0986263248614203,1.513889745783118,2.0221998212918924,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34276,0.8487848854630492,0.8695273200345136,0.16825292471421976,-0.2166178418986534,0.9941007781412895,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34277,-0.79818618691836,-1.5529346868149718,-1.112688897483781,0.2618257194918478,-0.01149268814957523,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34278,0.7316387980284899,1.9398886783508333,-0.8258351107066663,-1.011543223650034,1.3630504235680336,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,34279,-0.3345892424577232,0.10873178278592611,0.5557978451412643,-0.37933636906017526,-0.530846852529079,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34280,1.8526728375659558,-1.1942269702879358,0.05884434019679556,0.5707156384491162,0.5476223430556815,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34281,0.7610492941584799,0.2533641428749852,-0.5356767055085387,-1.3602351271846946,2.1559590481470408,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,34282,0.5684011868101898,-0.9368443608845957,-0.3089892976269975,-0.4269761047975576,-2.0622477737375227,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34283,-2.062877941044306,-2.022442285958643,1.2703220875779888,1.0777847015312296,-0.7825198717185019,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34284,0.3645220492882064,-0.6227984441024818,-0.8610250940802521,-0.42817753914774076,-1.2034304970477998,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,34285,-0.7092122091853755,-0.9059446936716588,0.2862995423127229,0.1270530595532661,1.3457237856508364,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,34286,-0.028263767525839326,-1.7154536200849215,0.2611663092733622,-0.5123675490630841,-1.4813650371223113,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,34287,0.6155446807608218,2.9618363347991163,0.9370877801759365,0.19991574551896005,-0.6231076161315989,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,34288,-0.810565517235384,-0.16991109373272703,0.7475705549439673,-1.0386249584224236,-0.7524628104426017,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34289,-1.017418397673739,-0.7845697686497216,1.1460251564059687,-1.1600971107889362,-0.23799919360893076,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,34290,-1.2013872941116646,1.5881027030529198,1.0719669968622532,-1.5575859861810044,0.7885089706801482,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34291,0.37817607012689486,-0.14621836385939457,-1.482602752459738,-0.4262432498974728,-0.22171408418052124,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,34292,0.007437174023300678,1.9329139220126113,0.4226208165898695,0.6887386535303317,0.709277954323984,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34293,-0.34128476026189164,0.14927230455214666,-0.02219119778981114,0.1557034214708324,1.499757458196229,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,34294,0.2976768981996906,-0.12066766901252714,0.05237157278646171,0.10174822578079841,-0.47524515380948895,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,34295,-0.9652285559291855,-0.20134725763754688,0.4389253178774727,1.1200876246820768,0.8765093630993175,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,34296,0.305354715646776,0.08686256182880318,1.791334515025531,-0.9429195137758118,-0.479720722806464,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,34297,1.3172424122908772,-0.1242450515532358,-0.25949508999335535,0.27821655175133875,0.7505177417218211,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
